user_id,user_name,email,password,is_family_head,gender,age_group,is_vegan,preferred_cuisine,non_preferred_cuisine
1,김성훈,hyeonjun12@kakao.com,ce*&n2By5!,FALSE,man,10,TRUE,한식,일식
2,이미정,yeongceol01@naver.com,__PLyI1s(5,FALSE,woman,20,FALSE,양식,중식
3,박민서,junseoi@naver.com,)d6VcUh_8B,TRUE,man,30,TRUE,중식,양식
4,최채원,nbag@naver.com,^VGgv1lGE6,TRUE,woman,40,FALSE,일식,한식
5,노순자,eungyeongcoe@kakao.com,r6O93myl*2,TRUE,man,50,TRUE,한식,일식
6,박상현,cjo@kakao.com,SFUM#4Hq%9,TRUE,woman,60,FALSE,양식,중식
7,서순옥,oi@kakao.com,YD4WTWvY*+,FALSE,man,10,TRUE,중식,양식
8,박수민,iyeongjin@naver.com,(JSU#w)gn0,TRUE,woman,20,FALSE,일식,한식
9,홍춘자,jiyeong34@naver.com,EA93Rq74^k,TRUE,man,30,TRUE,한식,일식
10,김민수,zbag@naver.com,%81RhpBOBU,TRUE,woman,40,FALSE,양식,중식
11,이예지,jiyeonggim@kakao.com,ww9C^dQs!v,FALSE,man,50,TRUE,중식,양식
12,장은영,minseo32@naver.com,8Hno#9jj^c,FALSE,woman,60,FALSE,한식,일식
13,이지아,junyeongi@kakao.com,A15I)j$sZ^,FALSE,man,10,TRUE,양식,중식
14,김지혜,ueunseo@kakao.com,D9gXzg3g&D,FALSE,woman,20,FALSE,중식,양식
15,윤명자,seongsui@naver.com,EbB32Zn5($,FALSE,man,30,TRUE,일식,한식
16,장승민,gimminsu@kakao.com,V0WY8Fas&y,FALSE,woman,40,FALSE,한식,일식
17,박미숙,gangjeongung@kakao.com,s74i1J_xT^,TRUE,man,50,TRUE,양식,중식
18,구아름,jaeho65@kakao.com,@1hqGxwIl3,TRUE,woman,60,FALSE,중식,양식
19,황도현,jeonhyeonjun@naver.com,)jH^Up%X9w,TRUE,man,10,TRUE,일식,한식
20,김영자,sji@naver.com,7JIm&mfa%4,TRUE,woman,20,FALSE,한식,일식
21,박준호,eunseo71@kakao.com,K@W7He6uEG,TRUE,man,30,TRUE,양식,중식
22,김수빈,gimseoyeong@naver.com,#9b_5N$u18,FALSE,woman,40,FALSE,중식,양식
23,김상호,pgim@kakao.com,w4&o9L^l@q,TRUE,man,50,TRUE,한식,일식
24,이지은,byeongceol87@kakao.com,zp4UpJ_gK+,FALSE,woman,60,FALSE,양식,중식
25,송정남,pi@kakao.com,4GUUv7$3$3,FALSE,man,10,TRUE,중식,양식
26,이성진,myeongsug94@kakao.com,)SbfJVu0n5,FALSE,woman,20,FALSE,일식,한식
27,김광수,hwangjaeho@naver.com,+83AXp0gz_,FALSE,man,30,TRUE,한식,일식
28,강민석,ljang@naver.com,@WHr6U)z68,FALSE,woman,40,FALSE,양식,중식
29,신성호,san@kakao.com,B)5UrmfM+g,FALSE,man,50,TRUE,중식,양식
30,이상철,tbag@kakao.com,K#AF8A5Aaz,FALSE,woman,60,FALSE,일식,한식
31,박하은,songsanghun@kakao.com,@$1FqNmwE2,TRUE,man,10,TRUE,한식,일식
32,김성민,jieun20@kakao.com,Qz1bSHOh_!,FALSE,woman,20,FALSE,양식,중식
33,전주원,seungmin20@kakao.com,3tBl3Rb8#1,TRUE,man,30,TRUE,중식,양식
34,김은영,yejinson@kakao.com,TBb880Ee#y,FALSE,woman,40,FALSE,한식,일식
35,조경숙,eryu@naver.com,#15E5!Wb)W,TRUE,man,50,TRUE,양식,중식
36,박보람,gyeongjaan@kakao.com,1PKNTAam+K,FALSE,woman,60,FALSE,중식,양식
37,류영식,seohyeon07@naver.com,(ESn1)YtvY,FALSE,man,10,TRUE,일식,한식
38,최정수,gimsubin@kakao.com,ptM99TXk@#,TRUE,woman,20,FALSE,한식,일식
39,전예은,caeweoni@kakao.com,(4+CByP4Pu,FALSE,man,30,TRUE,양식,중식
40,배우진,bseong@naver.com,YF5G&Ues+d,TRUE,woman,40,FALSE,중식,양식
41,이정훈,myeongsuggim@naver.com,%8iYe_Vbq^,FALSE,man,50,TRUE,일식,한식
42,문영철,agim@naver.com,(uUyZD3a)1,FALSE,woman,60,FALSE,한식,일식
43,박승민,hongjihyeon@kakao.com,(93II0+shq,TRUE,man,10,TRUE,양식,중식
44,손정호,sugjaseo@naver.com,&k3e$IBohh,FALSE,woman,20,FALSE,중식,양식
45,우예원,sumin17@kakao.com,sz29YSDf1(,FALSE,man,30,TRUE,한식,일식
46,송지아,nbag@kakao.com,$rfO(_Je77,FALSE,woman,40,FALSE,양식,중식
47,최춘자,miyeong21@naver.com,mO2IpRkEJ+,FALSE,man,50,TRUE,중식,양식
48,배수진,hyeonjeong53@naver.com,q+2OTLAf2h,TRUE,woman,60,FALSE,일식,한식
49,심순자,pcoe@kakao.com,vf))8Fw45u,FALSE,man,10,TRUE,한식,일식
50,박지민,ci@naver.com,P6MYNyd&&j,TRUE,woman,20,FALSE,양식,중식
51,김진우,ibaeg@kakao.com,Gd%6J8je$V,FALSE,man,30,TRUE,중식,양식
52,김은서,kbag@naver.com,N)eUQvAx^8,FALSE,woman,40,FALSE,일식,한식
53,이영호,seojun56@naver.com,57OP_Bsc&v,TRUE,man,50,TRUE,한식,일식
54,신경수,gyeongsug04@naver.com,qG4iNW!h^8,TRUE,woman,60,FALSE,양식,중식
55,하지현,hayun16@kakao.com,t78R%Xn0#5,FALSE,man,10,TRUE,중식,양식
56,강성수,gangcunja@naver.com,(2+Nfl1k%5,TRUE,woman,20,FALSE,한식,일식
57,김동현,hi@kakao.com,gvMVRBhc*7,FALSE,man,30,TRUE,양식,중식
58,이민수,hyeonjun96@kakao.com,%R84Q@sp_o,FALSE,woman,40,FALSE,중식,양식
59,안순옥,minji28@naver.com,Q2OXjcZ$@o,TRUE,man,50,TRUE,일식,한식
60,고승현,bi@kakao.com,35KFXuu3_^,TRUE,woman,60,FALSE,한식,일식
61,박성현,ohyeonsug@kakao.com,7zY&j1Gm1z,FALSE,man,10,TRUE,양식,중식
62,윤동현,bagjongsu@kakao.com,(6GXwMdu*t,FALSE,woman,20,FALSE,중식,양식
63,윤윤서,qbag@kakao.com,B_@7ycNaBY,TRUE,man,30,TRUE,일식,한식
64,이지아,gimhyeonu@naver.com,)idENfXWg5,TRUE,woman,40,FALSE,한식,일식
65,최지원,yeongilgim@kakao.com,wp^N9EEhU3,TRUE,man,50,TRUE,양식,중식
66,박영환,gbag@kakao.com,M2_i(Oaj*v,TRUE,woman,60,FALSE,중식,양식
67,황현주,seunghyeoni@naver.com,$xPy!zHg9e,FALSE,man,10,TRUE,한식,일식
68,이수진,junseo41@naver.com,!zgJHtdcg7,FALSE,woman,20,FALSE,양식,중식
69,권보람,camiyeong@naver.com,Q))&n&Qt(6,FALSE,man,30,TRUE,중식,양식
70,김하은,jiyeonggim@naver.com,yP+6VjGDB+,TRUE,woman,40,FALSE,일식,한식
71,권현지,subin32@naver.com,m!o&I0PdJl,FALSE,man,50,TRUE,한식,일식
72,김서현,jeonghungim@kakao.com,1NZAj+Bo#7,FALSE,woman,60,FALSE,양식,중식
73,장정남,donghyeon26@kakao.com,^#ub5JLerc,TRUE,man,10,TRUE,중식,양식
74,박지민,bgwag@naver.com,6NZrFka((t,TRUE,woman,20,FALSE,일식,한식
75,박현우,songseoyeong@kakao.com,!6_27B_c1f,FALSE,man,30,TRUE,한식,일식
76,문선영,iminseo@kakao.com,&7ErWtHM#4,TRUE,woman,40,FALSE,양식,중식
77,박지훈,jeongnambag@kakao.com,!&l#Kfat8d,TRUE,man,50,TRUE,중식,양식
78,김민수,msong@kakao.com,P*ZIRr1o&0,FALSE,woman,60,FALSE,한식,일식
79,이수진,mijeongcoe@kakao.com,7JNBj1Nk)F,FALSE,man,10,TRUE,양식,중식
80,김준호,ogsunhan@kakao.com,@9U^ordi@7,FALSE,woman,20,FALSE,중식,양식
81,이지영,myeongsugbaeg@kakao.com,MgMEcBkY$4,TRUE,man,30,TRUE,일식,한식
82,문윤서,sgang@kakao.com,yMyFdFHp(3,TRUE,woman,40,FALSE,한식,일식
83,이영진,hyeonsug93@naver.com,&7KHNRwx*u,TRUE,man,50,TRUE,양식,중식
84,장영자,baghyeonjun@naver.com,^cQZ81Oza9,FALSE,woman,60,FALSE,중식,양식
85,김영식,qgim@kakao.com,Ov6kDky_d$,FALSE,man,10,TRUE,일식,한식
86,송현준,jeonghobag@kakao.com,7y&8No%iEP,TRUE,woman,20,FALSE,한식,일식
87,김주원,hajaeho@kakao.com,Wc6^WFwc+c,TRUE,man,30,TRUE,양식,중식
88,한하윤,jongsu91@kakao.com,tuZh0OAk@!,FALSE,woman,40,FALSE,중식,양식
89,배영일,ibae@kakao.com,^wpY6Im7@X,TRUE,man,50,TRUE,한식,일식
90,박미영,uyujin@kakao.com,Ri)FlC0h(4,TRUE,woman,60,FALSE,양식,중식
91,이승민,seohyeonhan@kakao.com,g1$6gBt@+v,FALSE,man,10,TRUE,중식,양식
92,이은경,eunjeong06@kakao.com,+3Cf!OsC4z,TRUE,woman,20,FALSE,일식,한식
93,서민지,sujin95@naver.com,kk7eD3yx&4,FALSE,man,30,TRUE,한식,일식
94,박경수,junhyeog69@naver.com,10_#SqOp^w,FALSE,woman,40,FALSE,양식,중식
95,김옥순,gojihye@naver.com,$8@JSzF+gh,FALSE,man,50,TRUE,중식,양식
96,유예준,wgim@naver.com,m9H3m4sr&b,FALSE,woman,60,FALSE,일식,한식
97,박은서,seoyunbag@naver.com,P)01yD!Hpp,FALSE,man,10,TRUE,한식,일식
98,류은서,gimdoyun@naver.com,Z2J$CVv$!P,FALSE,woman,20,FALSE,양식,중식
99,이동현,sunjaju@kakao.com,(Z2azYHyE2,FALSE,man,30,TRUE,중식,양식
100,남지훈,scoe@kakao.com,)blDJF*j39,FALSE,woman,40,FALSE,한식,일식
101,김민준,wgim@naver.com,5Jn7yD$xC%,FALSE,man,50,TRUE,양식,중식
102,최현준,seoyeonghyi@naver.com,r!)1B#4j88,FALSE,woman,60,FALSE,중식,양식
103,윤서윤,jangjimin@naver.com,_3$eNGrJ2h,FALSE,man,10,TRUE,일식,한식
104,유상현,bagseunghyeon@kakao.com,ZvdFvbPt&9,TRUE,woman,20,FALSE,한식,일식
105,홍수민,hyeonjun49@naver.com,#rT00HUpVb,FALSE,man,30,TRUE,양식,중식
106,박지현,sumin98@naver.com,(gECpHjG8*,FALSE,woman,40,FALSE,중식,양식
107,김정자,caeweon48@kakao.com,((D)W#oji5,FALSE,man,50,TRUE,일식,한식
108,이정식,ijaehyeon@kakao.com,m+E8&OYa79,FALSE,woman,60,FALSE,한식,일식
109,김병철,junyeong01@naver.com,L@2*hALz^b,TRUE,man,10,TRUE,양식,중식
110,김미경,gimyunseo@kakao.com,4ELtJ$rs#J,FALSE,woman,20,FALSE,중식,양식
111,전성현,sbag@naver.com,Np_9HoYD9p,FALSE,man,30,TRUE,한식,일식
112,김선영,ihayun@kakao.com,OQ0tjJSli^,FALSE,woman,40,FALSE,양식,중식
113,황영미,yeonghyii@naver.com,+5s6@IqB_c,FALSE,man,50,TRUE,중식,양식
114,안은영,jieun84@naver.com,2RgNb*7!@2,TRUE,woman,60,FALSE,일식,한식
115,최승현,minseogim@kakao.com,(PLe#KPm4n,FALSE,man,10,TRUE,한식,일식
116,김미영,oseong@kakao.com,O6FKjarI*f,FALSE,woman,20,FALSE,양식,일식
117,윤지훈,baghyeonju@kakao.com,N+O0QVjyt%,TRUE,man,30,TRUE,중식,한식
118,김도현,rgang@naver.com,c$j3W1s_$u,TRUE,woman,40,FALSE,일식,양식
119,이정남,jinho69@naver.com,Cr56C&IkW@,FALSE,man,50,TRUE,한식,중식
120,조유진,seonghobag@kakao.com,h_)I*^ky&3,TRUE,woman,60,FALSE,양식,일식
121,이정식,yeonghogim@naver.com,(a6Q&1QuVI,FALSE,man,10,TRUE,중식,한식
122,김성호,gweonsanghyeon@naver.com,N$%2YU0xOL,TRUE,woman,20,FALSE,한식,양식
123,김민준,jsong@naver.com,46&2G)1v_c,FALSE,man,30,TRUE,양식,중식
124,강준영,jeongsu61@naver.com,y)6HVPCZoy,FALSE,woman,40,FALSE,중식,일식
125,황현주,seungmin19@naver.com,%^!KD^+ba5,FALSE,man,50,TRUE,일식,한식
126,문지후,xgim@naver.com,^T1kEwzr#8,TRUE,woman,60,FALSE,한식,양식
127,유민재,gimjeongnam@kakao.com,%mWvA9VC1A,TRUE,man,10,TRUE,양식,중식
128,최동현,hyeonju12@naver.com,c*5JI(yi@u,FALSE,woman,20,FALSE,중식,일식
129,남상호,mi@naver.com,KHO88KqcM&,TRUE,man,30,TRUE,일식,일식
130,허상훈,han@naver.com,s9VkUpzz#v,TRUE,woman,40,FALSE,한식,한식
131,김광수,jeonghunmun@naver.com,jk_4%BFbMt,TRUE,man,50,TRUE,양식,양식
132,박지현,di@kakao.com,j(1RbSQco+,FALSE,woman,60,FALSE,중식,중식
133,김하은,seongmingim@naver.com,EP4atV4r_!,FALSE,man,10,TRUE,한식,일식
134,장주원,rgim@kakao.com,&%K^Uxe97x,FALSE,woman,20,FALSE,양식,한식
135,서경숙,sanghun12@naver.com,w*)k3&Mnfe,FALSE,man,30,TRUE,중식,양식
136,김승현,seongho07@naver.com,GJ@03Lt^97,TRUE,woman,40,FALSE,일식,중식
137,김성현,yeongil15@naver.com,sEVbkyMv+8,FALSE,man,50,TRUE,한식,일식
138,김예진,sseong@naver.com,$Q)kaVVmr2,FALSE,woman,60,FALSE,양식,한식
139,김지연,areum21@kakao.com,o_9ENzTicQ,FALSE,man,10,TRUE,중식,양식
140,이정훈,sanghyeon07@kakao.com,)#G_tIVr$6,FALSE,woman,20,FALSE,일식,중식
141,양승민,yejunim@naver.com,2pZZWCny%6,FALSE,man,30,TRUE,한식,양식
142,김영호,wjang@naver.com,7Ck_5Zpmin,FALSE,woman,40,FALSE,양식,한식
143,이현주,qnam@kakao.com,*8hDCnqUUA,FALSE,man,50,TRUE,중식,양식
144,박예은,junhyeogbag@kakao.com,S*56HG*wB*,TRUE,woman,60,FALSE,한식,일식
145,강영호,ti@kakao.com,73gcSiRl@1,TRUE,man,10,TRUE,양식,Null
146,안경수,ai@kakao.com,^x1L$@ZmA4,FALSE,woman,20,FALSE,중식,Null
147,정경희,ucoe@naver.com,@jgERgkQ55,FALSE,man,30,TRUE,일식,Null
148,이동현,coejeongsug@naver.com,_&7g3JMgiQ,FALSE,woman,40,FALSE,한식,Null
149,박영진,gimsangceol@naver.com,6A+3UWh4s5,FALSE,man,50,TRUE,양식,Null
150,박성민,cseo@naver.com,mi*)2EUces,TRUE,woman,60,FALSE,중식,Null
151,오정남,yeongsiggim@naver.com,)@0qfUggdA,TRUE,man,10,TRUE,일식,Null
152,서지연,gyeongsui@kakao.com,$HVXHV7ge2,TRUE,woman,20,FALSE,한식,Null
153,양상철,jeongsig30@naver.com,U6VeDPGf+i,FALSE,man,30,TRUE,양식,Null
154,이도윤,gyeongsugi@kakao.com,)mSKCKOm+2,FALSE,woman,40,FALSE,중식,Null
155,문은정,jinubag@naver.com,^kpFvz3u77,FALSE,man,50,TRUE,한식,Null
156,하정식,songhaeun@naver.com,!O1y%O)tM),TRUE,woman,60,FALSE,양식,Null
157,양예준,haseojun@kakao.com,q9+33L8u)w,TRUE,man,10,TRUE,중식,Null
158,홍예지,vi@kakao.com,$7iL9Muy_(,FALSE,woman,20,FALSE,일식,Null
159,윤현준,zgim@naver.com,(3b7FTbged,FALSE,man,30,TRUE,한식,Null
160,정영숙,jiuan@naver.com,7%T#_Pud&4,TRUE,woman,40,FALSE,양식,Null
161,오성현,gimyujin@kakao.com,@mVr2yPg6y,FALSE,man,50,TRUE,중식,Null
